trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.8, 'e': 3.302946228035408e-05}",25,13,19.223323042816634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 3.265306122448979e-05}",25,7,27.57691176583377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 3.228305785123967e-05}",20,10,17.96025640709904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 3.191930798940279e-05}",25,0,35.28481559225338,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.8, 'e': 3.156167150612296e-05}",25,12,25.631800059703675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 3.121001217190475e-05}",30,12,7.327663961347904,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.8, 'e': 3.08641975308642e-05}",25,19,11.996949843742506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 3.0524098775983637e-05}",20,16,5.994167284993315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 3.0189590629151068e-05}",20,2,29.95632791357705,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 2.986055122577563e-05}",25,5,34.59953825672988,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 2.953686200378072e-05}",25,0,37.122049762402426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.8, 'e': 2.9218407596785974e-05}",20,6,-16.483777171625384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.8, 'e': 2.8905075731298415e-05}",20,7,20.147531594209767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 2.8596757127741712e-05}",35,10,37.3783408628139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 2.8293345405160706e-05}",20,0,27.04404932134394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 2.7994736989445986e-05}",20,8,21.640700821898346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 2.7700831024930747e-05}",25,16,17.803763784997198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 2.7411529289219047e-05}",20,16,7.834169722327418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 2.712673611111111e-05}",30,5,38.624159244597735,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 2.684635829149776e-05}",25,10,29.485729400899473,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 2.6570305027101713e-05}",20,2,29.95487190854015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 2.6298487836949376e-05}",20,6,23.78235384569324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 2.6030820491461892e-05}",25,12,21.914531138061193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 2.5767218944059367e-05}",25,8,33.62422078405992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 2.5507601265177022e-05}",25,0,35.621706499579275,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.8, 'e': 2.52518875785965e-05}",20,3,31.03930067498966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 2.5e-05}",25,0,36.21709630106573,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 2.475186257765897e-05}",30,15,25.058024693797893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 2.450740123517302e-05}",20,0,36.09080541393498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 2.4266543716178503e-05}",20,14,9.817274967483526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 2.4029219530949635e-05}",30,4,41.81252480878938,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 2.3795359904818562e-05}",20,13,14.972949754473365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 2.356489772834386e-05}",25,8,26.96072546968102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 2.3337767509160075e-05}",20,8,20.62661958097408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 2.3113905325443786e-05}",20,16,6.795898071325039,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 2.2893248780934502e-05}",20,0,34.20838591775849,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.8, 'e': 2.2675736961451248e-05}",20,7,21.4694933519789,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 2.246131039284832e-05}",25,15,15.790425164830435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 2.2249911000356e-05}",35,16,33.162847273569554,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 2.2041482069254335e-05}",20,14,9.52858160590065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 2.1835968206830292e-05}",25,13,17.539579041854623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 2.1633315305570577e-05}",20,14,12.657407811849204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 2.143347050754458e-05}",35,21,26.905990478856545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 2.123638216993353e-05}",20,10,16.750409728619942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 2.1041999831664002e-05}",25,13,19.66789983520716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 2.085027418110548e-05}",25,9,18.5390929781292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 2.066115702479339e-05}",25,5,34.91327726261398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 2.047460125714052e-05}",20,16,6.643481661239489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 2.029056083110137e-05}",25,15,16.302501260854648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 2.0108990729755272e-05}",25,14,20.81393632110017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 1.992984693877551e-05}",30,18,18.850984151516034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 1.9753086419753087e-05}",25,2,31.387336904886357,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 1.9578667084344897e-05}",20,14,8.803445762824659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 1.9406547769217335e-05}",25,8,26.92976725697615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 1.9236688211757463e-05}",20,2,29.25574338362566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 1.9069049026525047e-05}",25,3,41.41354488895777,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 1.8903591682419658e-05}",20,6,24.09590756584604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 1.874027848053822e-05}",20,14,14.300240270070736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 1.8579072532699166e-05}",20,10,16.614718160570682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 1.8419937740610438e-05}",25,5,35.32396657281402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 1.826283877565929e-05}",20,15,8.671425531734204,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 1.8107741059302852e-05}",30,13,27.936648523799786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 1.795461074403907e-05}",30,12,30.61862308243113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 1.780341469493849e-05}",20,8,15.919105986805908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 1.76541204717181e-05}",25,10,26.43109715102256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 1.7506696311339088e-05}",20,14,13.373993965214122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 1.736111111111111e-05}",25,12,22.253579101144176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 1.721733441228629e-05}",30,22,17.46984747723728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 1.7075336384126766e-05}",30,0,45.60171022546688,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.8, 'e': 1.6935087808430286e-05}",25,10,25.25484881229075,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 1.679656006449879e-05}",25,17,16.177747509161655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 1.665972511453561e-05}",20,14,11.228559697183677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 1.6524555489457333e-05}",20,11,17.18885563801936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 1.6391024275106952e-05}",20,11,15.203616256478456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 1.625910509885536e-05}",20,5,26.138561500226473,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 1.6128772116578765e-05}",30,23,12.034337900146742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 1.6e-05}",35,25,16.527858493841457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 1.5872763924382153e-05}",35,6,34.15841780900776,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 1.5747039556563368e-05}",25,17,15.294946030033987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 1.5622803043322032e-05}",20,12,12.149564557289546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 1.5500031000062e-05}",20,9,19.137608338642835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 1.5378700499807768e-05}",20,4,25.246114284568655,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 1.52587890625e-05}",20,12,15.794287583927325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 1.5140274644582053e-05}",20,0,27.077298401193715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.8, 'e': 1.5023135628868457e-05}",25,11,32.1471222193998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 1.4907350814686721e-05}",25,2,35.09366561165918,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 1.4792899408284024e-05}",35,21,18.658841915583693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 1.46797610134907e-05}",20,15,8.560688599369488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 1.4567915622632714e-05}",25,20,8.788131609556741,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 1.4457343607685523e-05}",20,7,20.701014974532768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 1.4348025711662075e-05}",25,11,25.587490894602915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 1.423994304022784e-05}",20,16,6.3801216479486635,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 1.4133077053536096e-05}",30,13,28.38303176652882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 1.4027409558276873e-05}",30,22,19.320990197611792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 1.392292269993317e-05}",25,20,11.162296571306973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 1.3819598955238318e-05}",25,17,14.49208790610367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 1.3717421124828532e-05}",35,23,20.95992907544942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 1.3616372326084885e-05}",20,0,28.85618770460779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 1.351643598615917e-05}",25,20,9.22754808740637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 1.3417595835178253e-05}",20,13,14.162679154445797,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 1.3319835899621716e-05}",25,11,26.23659575850982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 1.3223140495867768e-05}",25,16,13.947412831700738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 1.312749422390254e-05}",20,14,14.038113882545249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 1.3032881961188077e-05}",25,2,34.67004346286958,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 1.2939288856684436e-05}",20,11,19.120209159505826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 1.2846700325021518e-05}",25,13,18.331876346596523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 1.2755102040816327e-05}",35,15,32.647221353490764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 1.2664479933131545e-05}",25,11,26.2987784589757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 1.2574820180071425e-05}",20,11,17.710849412628836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 1.2486109203511094e-05}",25,10,24.28136238802431,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 1.2398333663955564e-05}",25,8,25.673532561494504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 1.2311480455524777e-05}",20,8,22.000155825702645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 1.2225536701061176e-05}",25,2,37.53955246250266,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 1.2140489747356409e-05}",30,18,21.053837911228477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 1.2056327160493826e-05}",25,11,26.059414948576865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 1.1973036721303624e-05}",25,13,21.192405997074133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 1.1890606420927467e-05}",30,11,27.748939124462773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 1.1809024456489649e-05}",25,18,13.707807498673347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 1.1728279226871834e-05}",20,12,11.882827749609028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 1.1648359328588568e-05}",20,12,16.33515360283361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 1.156925355176084e-05}",25,3,37.88792229008362,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 1.1490950876185005e-05}",25,20,9.584578613494502,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 1.1413440467494522e-05}",30,21,19.221416017010235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 1.1336711673412011e-05}",20,5,24.299267213028944,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 1.1260754020089185e-05}",25,12,23.048661846467358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 1.1185557208532343e-05}",20,13,11.250409618167524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 1.1111111111111112e-05}",20,13,13.6494561557749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 1.1037405768148255e-05}",30,20,18.951751706219593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 1.0964431384588396e-05}",20,14,15.338570104241917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 1.0892178326743566e-05}",35,18,30.7232714308879,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 1.0820637119113573e-05}",25,19,12.030917264035422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 1.0749798441279227e-05}",35,21,26.471069688979277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 1.0679653124866504e-05}",20,11,13.450939021131681,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 1.0610192150579848e-05}",25,11,28.99015948449094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 1.0541406645302749e-05}",35,24,16.45937781248474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 1.0473287879263938e-05}",25,14,23.283823491709253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 1.040582726326743e-05}",30,19,19.88047692542863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 1.0339016345984843e-05}",20,12,13.22533287608383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 1.027284681130835e-05}",20,7,26.22890458635807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 1.0207310475762742e-05}",20,5,20.474756223911662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 1.014239928597509e-05}",20,3,26.427282086001973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 1.0078105316200555e-05}",25,0,37.62258242542205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.8, 'e': 1.00144207659029e-05}",25,0,38.62595380404098,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.8, 'e': 9.95133795738837e-06}",20,10,16.342590639162175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,0,30.500188463179633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",20,15,10.45279728100697,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,15,23.230019283382116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,11,32.80241322015321,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,1,37.61611556870695,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,16,14.597857488229842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,10,15.52685929421878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,16,8.746272221954715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,14,25.443890629594428,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,13,21.79372043565076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,14,26.399761915488938,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,13,12.37814324753758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,14,9.825623283302084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",35,23,20.218895391361997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",30,19,17.700738987355905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,9,30.397110032996583,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",30,8,33.697686428165895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,12,16.662633773309526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,15,16.2527477050951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,12,11.904863280984946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
